ticker,short name,name
EGOV,nic,NIC
EGP,eastgroup-properties,EastGroup Properties
EGRX,eagle-pharmaceuticals,Eagle Pharmaceuticals
EGY,vaalco-energy,VAALCO Energy
EHC,encompass-health,Encompass Health
EHI,western-asset-global-high-income-fund,Western Asset Global High Income Fund
EHIC,ehi-car-services-limited-american-depositary-shares,eHi Car Services Limited American Depositary Shares
EHT,eaton-vance-high-income-2021-target-term-trust-of-beneficial-interest,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest
EHTH,ehealth,eHealth
EIDO,ishares-msci-indonesia,iShares MSCI Indonesia
EIDX,eidos-therapeutics,Eidos Therapeutics
EIG,employers,Employers
EIGI,endurance-international,Endurance International
EIGR,eiger-biopharmaceuticals,Eiger BioPharmaceuticals
EIM,eaton-vance-municipal-bond-fund-of-beneficial-interest-$-01-par-value,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value
EIRL,ishares-trust-msci-ireland,iShares Trust MSCI Ireland
EIS,ishares-msci-israel,iShares MSCI Israel
EIV,eaton-vance-municipal-bond-fund-ii-of-beneficial-interest-$-01-par-value,Eaton Vance Municipal Bond Fund II of Beneficial Interest $.01 Par Value
EIX,edison-international,Edison International
EKSO,ekso-bionics,Ekso Bionics
EL,estee-lauder-companies-(the),Estee Lauder Companies (The)
ELAN,elanco-animal-health-incorporated,Elanco Animal Health Incorporated
ELD,wisdomtree-emerging-markets-local-debt-fund,WisdomTree Emerging Markets Local Debt Fund
ELF,e-l-f-beauty,e.l.f. Beauty
ELGX,endologix,Endologix
ELLI,ellie-mae,Ellie Mae
ELLO,ellomay-capital-(israel),Ellomay Capital (Israel)
ELMD,electromed,Electromed
ELOX,eloxx-pharmaceuticals,Eloxx Pharmaceuticals
ELP,companhia-paranaense-de-energia-(copel),Companhia Paranaense de Energia (COPEL)
ELS,equity-lifestyle-properties,Equity Lifestyle Properties
ELSE,electro-sensors,Electro-Sensors
ELTK,eltek,Eltek
ELVT,elevate-credit,Elevate Credit
ELY,callaway-golf-company,Callaway Golf Company
EMAG,vaneck-vectors-emerging-markets-aggregate-bond,VanEck Vectors Emerging Markets Aggregate Bond
EMAN,emagin,eMagin
EMB,ishares-j-p-morgan-usd-emerging-markets-bond-etf,iShares J.P. Morgan USD Emerging Markets Bond ETF
EMCB,wisdomtree-emerging-markets-corporate-bond-fund,WisdomTree Emerging Markets Corporate Bond Fund
EMCF,emclaire-financial,Emclaire Financial
EMCI,emc-insurance,EMC Insurance
EMD,western-asset-emerging-markets-debt-fund,Western Asset Emerging Markets Debt Fund
EME,emcor,EMCOR
EMES,emerge-energy-services-representing-limited-partner-interests,Emerge Energy Services representing Limited Partner Interests
EMF,templeton-emerging-markets-fund,Templeton Emerging Markets Fund
EMIF,ishares-s-p-emerging-markets-infrastructure-ix-fd,iShares S&P Emerging Markets Infrastructure Ix Fd
EMITF,elbit-imaging,Elbit Imaging
EMKR,emcore,EMCORE
EML,eastern-company-(the),Eastern Company (The)
EMLC,vaneck-vectors-j-p-morgan-em-local-currency-bond,VanEck Vectors J.P. Morgan EM Local Currency Bond
EMLP,first-trust-north-american-energy-infrastructure-fund,First Trust North American Energy Infrastructure Fund
EMMS,emmis-communications,Emmis Communications
EMN,eastman-chemical-company,Eastman Chemical Company
EMO,clearbridge-energy-midstream-opportunity-fund,ClearBridge Energy Midstream Opportunity Fund
EMR,emerson-electric-company,Emerson Electric Company
EMX,emx-royalty-(canada),EMX Royalty (Canada)
ENB,enbridge,Enbridge
ENBL,enable-midstream-partners-representing-limited-partner-interests,Enable Midstream Partners representing limited partner interests
ENDP,endo-international-plc,Endo International plc
ENFC,entegra-financial,Entegra Financial
ENG,englobal,ENGlobal
ENIA,enel-americas-s-a-american-depositary-shares,Enel Americas S.A. American Depositary Shares
ENIC,enel-chile-s-a-american-depositary-shares-(each-representing-50-shares-of),Enel Chile S.A. American Depositary Shares (Each representing 50 shares of)
ENLC,enlink-midstream-llc-representing-limited-partner-interests,EnLink Midstream LLC representing Limited Partner Interests
ENOB,enochian-biosciences,Enochian Biosciences
ENPH,enphase-energy,Enphase Energy
ENR,energizer,Energizer
ENS,enersys,EnerSys
ENSG,the-ensign,The Ensign
ENSV,enservco,Enservco
ENT,global-eagle-entertainment,Global Eagle Entertainment
ENTA,enanta-pharmaceuticals,Enanta Pharmaceuticals
ENTG,entegris,Entegris
ENTX,entera-bio,Entera Bio
ENV,envestnet,Envestnet
ENVA,enova-international,Enova International
ENX,eaton-vance-new-york-municipal-bond-fund-of-beneficial-interest-$-01-par-value,Eaton Vance New York Municipal Bond Fund of Beneficial Interest $.01 par value
ENZ,enzo-biochem-($0-01-par-value),Enzo Biochem ($0.01 Par Value)
ENZL,ishares-msci-new-zealand-etf,iShares MSCI New Zealand ETF
EOD,wells-fargo-global-dividend-opportunity-fund,Wells Fargo Global Dividend Opportunity Fund
EOG,eog-resources,EOG Resources
EOI,eaton-vance-enhance-equity-income-fundd-equity-income-fund-shares-of-beneficial-interest,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest
EOLS,evolus,Evolus
EOS,eaton-vance-enhance-equity-income-fund-ii,Eaton Vance Enhance Equity Income Fund II
EOT,eaton-vance-municipal-income-trust-eaton-vance-national-municipal-opportunities-trust,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
EPAM,epam-systems,EPAM Systems
EPAY,bottomline,Bottomline
EPC,edgewell-personal-care-company,Edgewell Personal Care Company
EPD,enterprise-products-partners,Enterprise Products Partners
EPE,ep-energy,EP Energy
EPHE,ishares-msci-philippines,iShares MSCI Philippines
EPI,wisdomtree-india-earnings-fund,WisdomTree India Earnings Fund
EPIX,essa-pharma,ESSA Pharma
EPM,evolution-petroleum,Evolution Petroleum
EPOL,ishares-trust-msci-poland,iShares Trust MSCI Poland
EPP,ishares-msci-pacific-ex-japan-index-fund,iShares MSCI Pacific Ex-Japan Index Fund
EPR,epr-properties,EPR Properties
EPRT,essential-properties-realty-trust,Essential Properties Realty Trust
EPS,wisdomtree-u-s-earnings-500-fund,WisdomTree U.S. Earnings 500 Fund
EPU,ishares-trust-msci-peru,iShares Trust MSCI Peru
EPZM,epizyme,Epizyme
EQ,equillium,Equillium
EQBK,equity-bancshares,Equity Bancshares
EQC,equity-commonwealth-of-beneficial-interest,Equity Commonwealth of Beneficial Interest
EQH,axa-equitable,AXA Equitable
EQIX,equinix,Equinix
EQL,alps-equal-sector-weight,ALPS Equal Sector Weight
EQM,eqm-midstream-partners-,"EQM Midstream Partners,"
EQNR,equinor-asa,Equinor ASA
EQR,equity-residential-of-beneficial-interest,Equity Residential of Beneficial Interest
EQS,equus-total-return,Equus Total Return
EQT,eqt,EQT
EQWL,invesco-russell-top-200-equal-weight,Invesco Russell Top 200 Equal Weight
EQWM,invesco-russell-midcap-equal-weight,Invesco Russell Midcap Equal Weight
EQWS,invesco-russell-2000-equal-weight,Invesco Russell 2000 Equal Weight
ERA,era,Era
ERC,wells-fargo-multi-sector-income-fund-no-par-value,Wells Fargo Multi-Sector Income Fund no par value
ERF,enerplus,Enerplus
ERH,wells-fargo-utilities-and-high-income-fund,Wells Fargo Utilities and High Income Fund
ERI,eldorado-resorts,Eldorado Resorts
ERIC,ericsson,Ericsson
ERIE,erie-indemnity-company,Erie Indemnity Company
ERII,energy-recovery,Energy Recovery
ERJ,embraer-s-a-,Embraer S.A.
EROS,eros-international-plc,Eros International PLC
ERX,direxion-energy-bull-3x-shares,Direxion Energy Bull 3X Shares
ERY,direxion-daily-energy-bear-3x-shares,Direxion Daily Energy Bear 3X Shares
ERYP,erytech-pharma-s-a-,Erytech Pharma S.A.
ES,eversource-energy-(d/b/a),Eversource Energy (D/B/A)
ESBA,empire-state-realty-op-series-es-operating-partnership-units-representing-limited-partnership-interests,Empire State Realty OP Series ES Operating Partnership Units Representing Limited Partnership Interests
ESBK,elmira-savings-bank-ny-(the),Elmira Savings Bank NY (The)
ESCA,escalade-incorporated,Escalade Incorporated
ESE,esco,ESCO
ESEA,euroseas,Euroseas
ESGR,enstar-limited,Enstar Limited
ESI,element-solutions,Element Solutions
ESL,esterline,Esterline
ESLT,elbit-systems,Elbit Systems
ESNC,ensync,EnSync
ESNT,essent,Essent
ESP,espey-mfg-electronics,Espey Mfg. & Electronics
ESPR,esperion-therapeutics,Esperion Therapeutics
ESQ,esquire-financial,Esquire Financial
ESRT,empire-state-realty-trust,Empire State Realty Trust
ESS,essex-property-trust,Essex Property Trust
ESSA,essa-bancorp,ESSA Bancorp
ESTA,establishment-labs,Establishment Labs
ESTC,elastic-n-v-,Elastic N.V.
ESTE,earthstone-energy,Earthstone Energy
ESTR,estre-ambiental,Estre Ambiental
ESV,ensco-plc,Ensco plc
ESXB,community-bankers-trust-corporation-,Community Bankers Trust Corporation.
ET,energy-transfer,Energy Transfer
ETB,eaton-vance-tax-managed-buy-write-income-fund-of-beneficial-interest,Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest
ETFC,e*trade-financial,E*TRADE Financial
ETG,eaton-vance-tax-advantaged-global-dividend-income-fund-of-beneficial-interest,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest
ETH,ethan-allen-interiors,Ethan Allen Interiors
ETJ,eaton-vance-risk-managed-diversified-equity-income-fund-of-beneficial-interest,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest
ETM,entercom-communications,Entercom Communications
ETN,eaton-plc,Eaton PLC
ETO,eaton-vance-tax-advantage-global-dividend-opp,Eaton Vance Tax-Advantage Global Dividend Opp
ETON,eton-pharmaceutcials,Eton Pharmaceutcials
ETR,entergy,Entergy
ETRN,equitrans-midstream,Equitrans Midstream
ETSY,etsy,Etsy
ETTX,entasis-therapeutics,Entasis Therapeutics
ETV,eaton-vance-tax-managed-buy-write-opportunities-fund-of-beneficial-interest,Eaton Vance Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest
ETW,eaton-vance-tax-managed-global-buy-write-opportunites-fund-of-beneficial-interest,Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest
ETX,eaton-vance-municipal-income-2028-term-trust-of-beneficial-interest,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest
ETY,eaton-vance-tax-managed-diversified-equity-income-fund-of-beneficial-interest,Eaton Vance Tax-Managed Diversified Equity Income Fund of Beneficial Interest
EUFN,ishares-msci-europe-financials-sector-index-fund,iShares MSCI Europe Financials Sector Index Fund
EUFX,proshares-short-euro,ProShares Short Euro
EUM,proshares-short-msci-emerging-markets,ProShares Short MSCI Emerging Markets
EUO,proshares-ultrashort-euro,ProShares UltraShort Euro
EURN,euronav-nv,Euronav NV
EUSA,ishares-msci-usa-equal-weighted,iShares MSCI USA Equal Weighted
EV,eaton-vance,Eaton Vance
EVA,enviva-partners-representing-limited-partner-interests,Enviva Partners representing limited partner interests
EVBG,everbridge,Everbridge
EVBN,evans-bancorp,Evans Bancorp
EVC,entravision-communications,Entravision Communications
EVER,everquote,EverQuote
EVF,eaton-vance-senior-income-trust,Eaton Vance Senior Income Trust
EVFM,evofem-biosciences,Evofem Biosciences
EVG,eaton-vance-short-diversified-income-fund-duration-diversified-income-fund-of-beneficial-interest,Eaton Vance Short Diversified Income Fund Duration Diversified Income Fund of Beneficial Interest
EVGN,evogene,Evogene
EVH,evolent-health,Evolent Health
EVI,evi-industries,EVI Industries
EVJ,eaton-vance-new-jersey-municipal-income-trust-shares-of-beneficial-interest,Eaton Vance New Jersey Municipal Income Trust Shares of Beneficial Interest
EVK,ever-glory-international,Ever-Glory International
EVLO,evelo-biosciences,Evelo Biosciences
EVLV,evine-live,EVINE Live
EVM,eaton-vance-california-municipal-bond-fund-of-beneficial-interest-$-01-par-value,Eaton Vance California Municipal Bond Fund of Beneficial Interest $.01 par value
EVN,eaton-vance-municipal-income-trust,Eaton Vance Municipal Income Trust
EVOK,evoke-pharma,Evoke Pharma
EVOL,evolving-systems,Evolving Systems
EVOP,evo-payments,EVO Payments
EVR,evercore,Evercore
EVRG,evergy,Evergy
EVRI,everi,Everi
EVT,eaton-vance-tax-advantaged-dividend-income-fund-of-beneficial-interest,Eaton Vance Tax Advantaged Dividend Income Fund of Beneficial Interest
EVTC,evertec,Evertec
EVV,eaton-vance-limited-duration-income-fund-of-beneficial-interest,Eaton Vance Limited Duration Income Fund of Beneficial Interest
EVX,vaneck-vectors-environmental-services,VanEck Vectors Environmental Services
EVY,eaton-vance-new-york-municipal-income-trust-shares-of-beneficial-interest,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest
EW,edwards-lifesciences,Edwards Lifesciences
EWA,ishares-msci-australia-index-fund,iShares MSCI Australia Index Fund
EWBC,east-west-bancorp,East West Bancorp
EWC,ishares-msci-canada-index-fund,iShares MSCI Canada Index Fund
EWD,ishares-msci-sweden,iShares MSCI Sweden
EWEM,invesco-msci-emerging-markets-equal-country-weight,Invesco MSCI Emerging Markets Equal Country Weight
EWG,ishares-msci-germany-index-fund,iShares MSCI Germany Index Fund
EWH,ishares-msci-hong-kong-index-fund,iShares MSCI Hong Kong Index Fund
EWK,ishares-msci-belgium,iShares MSCI Belgium
EWL,ishares-msci-switzerland,iShares MSCI Switzerland
EWMC,invesco-s-p-midcap-400-equal-weight,Invesco S&P MidCap 400 Equal Weight
EWN,ishares-msci-netherlands-index-fund,iShares MSCI Netherlands Index Fund
EWO,ishares-msci-austria,iShares MSCI Austria
EWP,ishares-msci-spain,iShares MSCI Spain
EWQ,ishares-msci-france-index-fund,iShares MSCI France Index Fund
EWSC,invesco-s-p-smallcap-600-equal-weight,Invesco S&P SmallCap 600 Equal Weight
EWV,proshares-ultrashort-msci-japan,ProShares UltraShort MSCI Japan
EWW,ishares-msci-mexico,iShares MSCI Mexico
EWX,spdr-s-p-emerging-markets-small-cap,SPDR S&P Emerging Markets Small Cap
EWY,ishares-msci-south-korea,iShares MSCI South Korea
EWZ,ishares-msci-brazil,iShares MSCI Brazil
EWZS,ishares-msci-brazil-small-cap-etf,iShares MSCI Brazil Small-Cap ETF
EXAS,exact-sciences,Exact Sciences
EXC,exelon,Exelon
EXD,eaton-vance-tax-advantaged-bond-of-beneficial-interest,Eaton Vance Tax-Advantaged Bond of Beneficial Interest
EXEL,exelixis,Exelixis
EXFO,exfo,EXFO
EXG,eaton-vance-tax-managed-global-diversified-equity-income-fund-of-beneficial-interest,Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest
EXI,ishares-global-industrials,iShares Global Industrials
EXK,endeavour-silver-(canada),Endeavour Silver (Canada)
EXLS,exlservice,ExlService
EXP,eagle-materials,Eagle Materials
EXPD,expeditors-international-of-washington,Expeditors International of Washington
EXPE,expedia,Expedia
EXPI,exp-world,eXp World
EXPO,exponent,Exponent
EXPR,express,Express
EXR,extra-space-storage,Extra Space Storage
EXT,wisdomtree-u-s-total-earnings-fund,WisdomTree U.S. Total Earnings Fund
EXTN,exterran,Exterran
EXTR,extreme-networks,Extreme Networks
EYE,national-vision,National Vision
EYEG,eyegate-pharmaceuticals,Eyegate Pharmaceuticals
EYEN,eyenovia,Eyenovia
EYES,second-sight-medical-products,Second Sight Medical Products
EYPT,eyepoint-pharmaceuticals,EyePoint Pharmaceuticals
EZA,ishares-msci-south-africa-index-fund,iShares MSCI South Africa Index Fund
EZJ,proshares-ultra-msci-japan,ProShares Ultra MSCI Japan
EZM,wisdomtree-u-s-midcap-earnings-fund,WisdomTree U.S. MidCap Earnings Fund
EZPW,ezcorp,EZCORP
EZU,ishares-msci-eurozone,iShares MSCI Eurozone
F,ford-motor-company,Ford Motor Company
FAB,first-trust-multi-cap-value-alphadex-fund,First Trust Multi Cap Value AlphaDEX Fund
FAD,first-trust-multi-cap-growth-alphadex-fund,First Trust Multi Cap Growth AlphaDEX Fund
FAF,first-american-(new),First American (New)
FAM,first-trust/aberdeen-global-opportunity-income-fund-of-beneficial-interest,First Trust/Aberdeen Global Opportunity Income Fund of Beneficial Interest
FAMI,farmmi,Farmmi
FAN,first-trust-global-wind-energy,First Trust Global Wind Energy
FANG,diamondback-energy,Diamondback Energy
FANH,fanhua,Fanhua
FARM,farmer-brothers-company,Farmer Brothers Company
FARO,faro,FARO
FAS,direxion-financial-bull-3x-shares,Direxion Financial Bull 3X Shares
FAST,fastenal-company,Fastenal Company
FAT,fat-brands,FAT Brands
FATE,fate-therapeutics,Fate Therapeutics
FAUS,first-trust-australia-alphadex-fund,First Trust Australia AlphaDex fund
FAX,aberdeen-asia-pacific-income-fund,Aberdeen Asia-Pacific Income Fund
FB,facebook,Facebook
FBC,flagstar-bancorp,Flagstar Bancorp
FBHS,fortune-brands-home-security,Fortune Brands Home & Security
FBIO,fortress-biotech,Fortress Biotech
FBIZ,first-business-financial-services,First Business Financial Services
FBK,fb-financial,FB Financial
FBM,foundation-building-materials,Foundation Building Materials
FBMS,the-first-bancshares,The First Bancshares
FBNC,first-bancorp,First Bancorp
FBP,first-bancorp-,First BanCorp.
FBSS,fauquier-bankshares,Fauquier Bankshares
FBT,first-trust-amex-biotech-index-fund,First Trust Amex Biotech Index Fund
FBZ,first-trust-brazil-alphadex-fund,First Trust Brazil AlphaDEX Fund
FC,franklin-covey-company,Franklin Covey Company
FCA,first-trust-china-alphadex-fund,First Trust China AlphaDEX Fund
FCAN,first-trust-canada-alphadex-fund,First Trust Canada AlphaDEX Fund
FCAP,first-capital,First Capital
FCAU,fiat-chrysler-automobiles-n-v-,Fiat Chrysler Automobiles N.V.
FCBC,first-community-bankshares,First Community Bankshares
FCBP,first-choice-bancorp,First Choice Bancorp
FCCO,first-community,First Community
FCCY,1st-constitution-bancorp-(nj),1st Constitution Bancorp (NJ)
FCEL,fuelcell-energy,FuelCell Energy
FCF,first-commonwealth-financial,First Commonwealth Financial
FCFS,firstcash,FirstCash
FCN,fti-consulting,FTI Consulting
FCNCA,first-citizens-bancshares-common-stock,First Citizens BancShares Common Stock
FCO,aberdeen-global-income-fund,Aberdeen Global Income Fund
FCPT,four-corners-property-trust,Four Corners Property Trust
FCSC,fibrocell-science,Fibrocell Science
FCT,first-trust-senior-floating-rate-income-fund-ii-of-beneficial-interest,First Trust Senior Floating Rate Income Fund II of Beneficial Interest
FCX,freeport-mcmoran,Freeport-McMoRan
FDBC,fidelity-d-d-bancorp,Fidelity D & D Bancorp
FDC,first-data,First Data
FDD,first-trust-dow-jones-stoxx-select-dividend-30-index-fund,First Trust Dow Jones STOXX Select Dividend 30 Index Fund
FDEF,first-defiance-financial,First Defiance Financial
FDEU,first-trust-dynamic-europe-equity-income-fund-of-beneficial-interest,First Trust Dynamic Europe Equity Income Fund of Beneficial Interest
FDL,first-trust-morningstar,First Trust Morningstar
FDM,first-trust-dj-select-microcap,First Trust DJ Select MicroCap
FDN,first-trust-dj-internet-index-fund,First Trust DJ Internet Index Fund
FDP,fresh-del-monte-produce,Fresh Del Monte Produce
FDS,factset-research-systems,FactSet Research Systems
FDT,first-trust-developed-markets-ex-us-alphadex-fund,First Trust Developed Markets Ex-US AlphaDEX Fund
FDTS,first-trust-developed-markets-ex-us-small-cap-alphadex-fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund
FDUS,fidus-investment,Fidus Investment
FDX,fedex,FedEx
FE,firstenergy,FirstEnergy
FEDU,four-seasons-education-(cayman)-american-depositary-shares-each-two-adss-representing-one,Four Seasons Education (Cayman) American Depositary Shares each two ADSs representing one
FEI,first-trust-mlp-and-energy-income-fund-of-beneficial-interest,First Trust MLP and Energy Income Fund of Beneficial Interest
FEIM,frequency-electronics,Frequency Electronics
FELE,franklin-electric-co-,Franklin Electric Co.
FELP,foresight-energy-representing-limited-partner-interests,Foresight Energy representing Limited Partner Interests
FEM,first-trust-emerging-markets-alphadex-fund,First Trust Emerging Markets AlphaDEX Fund
FEMS,first-trust-emerging-markets-small-cap-alphadex-fund,First Trust Emerging Markets Small Cap AlphaDEX Fund
FEN,first-trust-energy-income-and-growth-fund,First Trust Energy Income and Growth Fund
FENC,fennec-pharmaceuticals,Fennec Pharmaceuticals
FENG,phoenix-new-media-limited-american-depositary-shares-each-representing-8-a-,Phoenix New Media Limited American Depositary Shares each representing 8 A.
FEO,first-trust/aberdeen-emerging-opportunity-fund-of-beneficial-interest,First Trust/Aberdeen Emerging Opportunity Fund of Beneficial Interest
FEP,first-trust-europe-alphadex-fund,First Trust Europe AlphaDEX Fund
FET,forum-energy,Forum Energy
FEU,spdr-dj-stoxx-50-etf,SPDR DJ STOXX 50 Etf
FEX,first-trust-large-cap-core-alphadex-fund,First Trust Large Cap Core AlphaDEX Fund
FEYE,fireeye,FireEye
FEZ,spdr-dj-euro-stoxx-50-etf,SPDR DJ Euro STOXX 50 Etf
FF,futurefuel,FutureFuel
FFA,first-trust-enhanced-equity-income-fund,First Trust Enhanced Equity Income Fund
FFBC,first-financial-bancorp-,First Financial Bancorp.
FFBW,ffbw,FFBW
FFC,flaherty-crumrine-preferred-securities-income-fund-incorporated,Flaherty & Crumrine Preferred Securities Income Fund Incorporated
FFG,fbl-financial,FBL Financial
FFHL,fuwei-films-(holdings)-co-,Fuwei Films (Holdings) Co.
FFIC,flushing-financial,Flushing Financial
FFIN,first-financial-bankshares,First Financial Bankshares
FFIV,f5-networks,F5 Networks
FFNW,first-financial-northwest,First Financial Northwest
FFR,first-trust-ftse-epra/nareit-global-real-estate-index-fund,First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund
FFWM,first-foundation,First Foundation
FG,fgl,FGL
FGB,first-trust-specialty-finance-and-financial-opportunities-fund,First Trust Specialty Finance and Financial Opportunities Fund
FGBI,first-guaranty-bancshares,First Guaranty Bancshares
FGD,first-trust-dj-global-select-dividend,First Trust DJ Global Select Dividend
FGEN,fibrogen,FibroGen
FGM,first-trust-germany-alphadex-fund,First Trust Germany AlphaDEX Fund
FGP,ferrellgas-partners,Ferrellgas Partners
FHB,first-hawaiian,First Hawaiian
FHN,first-horizon-national,First Horizon National
FI,frank's-international-n-v-,Frank's International N.V.
FIBK,first-interstate-bancsystem,First Interstate BancSystem
FICO,fair-isaac-corproation,Fair Isaac Corproation
FIF,first-trust-energy-infrastructure-fund-of-beneficial-interest,First Trust Energy Infrastructure Fund of Beneficial Interest
FII,federated-investors,Federated Investors
FILL,ishares-msci-global-energy-producers-fund,iShares MSCI Global Energy Producers Fund
FINU,proshares-ultrapro-financial-select-sector,ProShares UltraPro Financial Select Sector
FIS,fidelity-national-information-services,Fidelity National Information Services
FISI,financial-institutions,Financial Institutions
FISK,empire-state-realty-op-series-250-operating-partnership-units-representing-limited-partnership-interests,Empire State Realty OP Series 250 Operating Partnership Units Representing Limited Partnership Interests
FISV,fiserv,Fiserv
FIT,fitbit,Fitbit
FITB,fifth-third-bancorp,Fifth Third Bancorp
FIV,first-trust-senior-floating-rate-2022-target-term-fund-of-beneficial-interest,First Trust Senior Floating Rate 2022 Target Term Fund of Beneficial Interest
FIVE,five-below,Five Below
FIVN,five9,Five9
FIW,first-trust-water,First Trust Water
FIX,comfort-systems-usa,Comfort Systems USA
FIXX,homology-medicines,Homology Medicines
FIZZ,national-beverage,National Beverage
FJP,first-trust-japan-alphadex-fund,First Trust Japan AlphaDEX Fund
FKO,first-trust-south-korea-alphadex-fund,First Trust South Korea AlphaDEX Fund
FKU,first-trust-united-kingdom-alphadex-fund,First Trust United Kingdom AlphaDEX Fund
FL,foot-locker,Foot Locker
FLAT,ipath-us-treasury-flattener-etn,iPath US Treasury Flattener ETN
FLC,flaherty-crumrine-total-return-fund,Flaherty & Crumrine Total Return Fund
FLDM,fluidigm,Fluidigm
FLEX,flex,Flex
FLF,federal-life,Federal Life
FLGT,fulgent-genetics,Fulgent Genetics
FLIC,the-first-of-long-island,The First of Long Island
FLIR,flir-systems,FLIR Systems
FLKS,flex-pharma,Flex Pharma
FLL,full-house-resorts,Full House Resorts
FLM,first-trust-global-engineering-and-construction,First Trust Global Engineering and Construction
FLMN,falcon-minerals,Falcon Minerals
FLN,first-trust-latin-america-alphadex-fund,First Trust Latin America AlphaDEX Fund
FLNT,fluent,Fluent
FLO,flowers-foods,Flowers Foods
FLOT,ishares-floating-rate-bond,iShares Floating Rate Bond
FLOW,spx-flow,SPX FLOW
FLR,fluor,Fluor
FLRN,spdr-bloomberg-barclays-investment-grade-floating-rate,SPDR Bloomberg Barclays Investment Grade Floating Rate
FLS,flowserve,Flowserve
FLT,fleetcor,FleetCor
FLTR,vaneck-vectors-investment-grade-floating-rate,VanEck Vectors Investment Grade Floating Rate
FLWS,1-800-flowers-com,1-800 FLOWERS.COM
FLXN,flexion-therapeutics,Flexion Therapeutics
FLXS,flexsteel-industries,Flexsteel Industries
FLY,fly-leasing-limited,Fly Leasing Limited
FM,ishares-msci-frontier-100-fund,iShares MSCI Frontier 100 Fund
FMAO,farmers-merchants-bancorp,Farmers & Merchants Bancorp
FMBH,first-mid-illinois-bancshares,First Mid-Illinois Bancshares
FMBI,first-midwest-bancorp,First Midwest Bancorp
FMC,fmc,FMC
FMCI,forum-merger-ii,Forum Merger II
FMK,first-trust-mega-cap-alphadex-fund,First Trust Mega Cap AlphaDEX Fund
FMN,federated-premier-municipal-income-fund,Federated Premier Municipal Income Fund
FMNB,farmers-national-banc,Farmers National Banc
FMO,fiduciary/claymore-energy-infrastructure-fund-of-beneficial-interest,Fiduciary/Claymore Energy Infrastructure Fund of Beneficial Interest
FMS,fresenius-medical-care-ag,Fresenius Medical Care AG
FMX,fomento-economico-mexicano-s-a-b-de-c-v-,Fomento Economico Mexicano S.A.B. de C.V.
FMY,first-trust-motgage-income-fund-of-beneficial-interest,First Trust Motgage Income Fund of Beneficial Interest
FN,fabrinet,Fabrinet
FNB,f-n-b-,F.N.B.
FNCB,fncb-bancorp,FNCB Bancorp
FND,floor-decor,Floor & Decor
FNF,fnf-of-fidelity-national-financial,FNF of Fidelity National Financial
FNHC,fednat-holding-company,FedNat Holding Company
FNI,first-trust-chindia,First Trust Chindia
FNJN,finjan,Finjan
FNK,first-trust-mid-cap-value-alphadex-fund,First Trust Mid Cap Value AlphaDEX Fund
FNKO,funko,Funko
FNLC,first-bancorp-(me),First Bancorp (ME)
FNSR,finisar,Finisar
FNV,franco-nevada,Franco-Nevada
FNWB,first-northwest-bancorp,First Northwest Bancorp
FNX,first-trust-mid-cap-core-alphadex-fund,First Trust Mid Cap Core AlphaDEX Fund
FNY,first-trust-mid-cap-growth-alphadex-fund,First Trust Mid Cap Growth AlphaDEX Fund
FOCS,focus-financial-partners,Focus Financial Partners
FOE,ferro,Ferro
FOF,cohen-steers-closed-end-opportunity-fund,Cohen & Steers Closed-End Opportunity Fund
FOLD,amicus-therapeutics,Amicus Therapeutics
FOMX,foamix-pharmaceuticals,Foamix Pharmaceuticals
FONE,first-trust-nasdaq-omx-cea-smartphone-index-fund,First Trust NASDAQ OMX CEA Smartphone Index Fund
FONR,fonar,Fonar
FOR,forestar,Forestar
FORD,forward-industries,Forward Industries
FORK,fuling-global,Fuling Global
FORM,formfactor,FormFactor
FORR,forrester-research,Forrester Research
FORTY,formula-systems-(1985)-ads-represents-1-ordinary-shares,Formula Systems (1985) ADS represents 1 ordinary shares
FOSL,fossil,Fossil
FOX,twenty-first-century-fox,Twenty-First Century Fox
FOXA,twenty-first-century-fox,Twenty-First Century Fox
FOXF,fox-factory-holding,Fox Factory Holding
FPA,first-trust-asia-pacific-ex-japan-alphadex-fund,First Trust Asia Pacific Ex-Japan AlphaDEX Fund
FPAC,far-point-acquisition,Far Point Acquisition
FPAY,flexshopper,FlexShopper
FPF,first-trust-intermediate-duration-preferred-income-fund-of-beneficial-interest,First Trust Intermediate Duration Preferred & Income Fund of Beneficial Interest
FPH,five-point-llc,Five Point LLC
